1,15
2,15
2,2
2,4
3,13
4,13
5,12
5,1
5,4
6,13
7,12
8,14
9,12
9,10
10,13
11,13
11,2
12,13
12,10
13,15
14,13
15,12
16,13
17,15
18,13
18,9
19,13
20,13
